"ym","cd","csd","csdname","cases","recips","depchld"
"202209","37","028","Armstrong",254,310,43
"202209","39","032","Salmon Arm",765,973,183
"202209","41","005","One Hundred Mile House",234,312,61
"202209","41","009","Williams Lake",858,1299,403
"202209","41","013","Quesnel",918,1286,321
"202209","43","023","Port Hardy",424,601,155
"202209","47","012","Prince Rupert",750,1122,327
"202209","49","005","Kitimat",292,452,148
"202209","49","011","Terrace",709,1062,314
"202209","51","007","Vanderhoof",248,372,112
"202209","51","043","Smithers",240,317,69
"202209","53","023","Prince George",4789,6717,1736
"202209","55","014","Dawson Creek",914,1271,319
"202209","55","034","Fort St. John",831,1204,337
"202210","01","022","Cranbrook",1081,1430,306
"202210","03","004","Creston",324,423,81
"202210","03","015","Nelson",565,694,118
"202210","03","045","Castlegar",341,481,121
"202210","03","052","Central Kootenay H",224,307,68
"202210","05","014","Trail",579,709,116
"202210","05","032","Grand Forks",335,425,78
"202210","07","014","Oliver",293,371,64
"202210","07","035","Summerland",327,402,56
"202210","07","041","Penticton",2365,2975,509
"202210","07","055","Okanagan-Similkameen H",282,358,63
"202210","09","009","Hope",624,804,143
"202210","09","020","Chilliwack",4681,6601,1689
"202210","09","052","Abbotsford",5689,8086,2101
"202210","09","056","Mission",2005,2821,738
"202210","15","001","Langley Township",2629,3454,725
"202210","15","002","Langley City",1580,2216,520
"202210","15","004","Surrey",17504,25776,6808
"202210","15","007","White Rock",459,542,73
"202210","15","011","Delta",2037,2839,683
"202210","15","015","Richmond",3145,4165,792
"202210","15","022","Vancouver",24909,29079,3453
"202210","15","025","Burnaby",5667,7811,1670
"202210","15","029","New Westminster",2676,3430,605
"202210","15","034","Coquitlam",3076,4280,942
"202210","15","039","Port Coquitlam",1760,2447,577
"202210","15","043","Port Moody",489,645,120
"202210","15","046","North Vancouver DM",1137,1335,157
"202210","15","051","North Vancouver City",1406,1693,222
"202210","15","055","West Vancouver",392,508,91
"202210","15","070","Pitt Meadows",414,603,155
"202210","15","075","Maple Ridge",3292,4170,761
"202210","17","010","Sidney",239,281,33
"202210","17","015","Central Saanich",253,300,42
"202210","17","021","Saanich",3246,4082,731
"202210","17","027","Saltspring Island",389,487,87
"202210","17","034","Victoria",5275,6275,827
"202210","17","040","Esquimalt",844,1034,153
"202210","17","041","Colwood",501,690,168
"202210","17","044","Langford",1307,1777,407
"202210","17","047","View Royal",284,332,35
"202210","17","052","Sooke",610,818,182
"202210","19","008","North Cowichan",1271,1793,458
"202210","19","012","Duncan",472,707,200
"202210","19","016","Lake Cowichan",262,334,56
"202210","21","007","Nanaimo",5534,7374,1567
"202210","21","010","Nanaimo A",285,343,50
"202210","21","018","Parksville",435,553,100
"202210","21","032","Nanaimo F",463,579,94
"202210","23","008","Port Alberni",1961,2730,633
"202210","24","034","Campbell River",1977,2719,659
"202210","26","005","Comox",314,411,84
"202210","26","010","Courtenay",1761,2293,454
"202210","27","008","Powell River",871,1163,229
"202210","29","011","Sechelt",506,634,104
"202210","31","006","Squamish",448,596,132
"202210","33","042","Kamloops",4955,6345,1208
"202210","35","010","Kelowna",5662,7234,1326
"202210","35","029","West Kelowna",956,1272,277
"202210","35","802","Tsinstikeptum 9",360,458,80
"202210","37","014","Vernon",2732,3625,763
"202210","37","028","Armstrong",252,307,43
"202210","39","032","Salmon Arm",778,989,185
"202210","41","005","One Hundred Mile House",236,310,57
"202210","41","009","Williams Lake",865,1322,422
"202210","41","013","Quesnel",918,1288,320
"202210","43","023","Port Hardy",425,601,156
"202210","47","012","Prince Rupert",732,1100,324
"202210","49","005","Kitimat",292,454,150
"202210","49","011","Terrace",712,1056,307
"202210","51","007","Vanderhoof",249,368,107
"202210","51","043","Smithers",239,319,71
"202210","53","023","Prince George",4799,6718,1729
"202210","55","014","Dawson Creek",911,1271,325
"202210","55","034","Fort St. John",814,1194,342
"202211","01","022","Cranbrook",1083,1433,310
"202211","03","004","Creston",333,433,85
"202211","03","015","Nelson",564,697,121
"202211","03","045","Castlegar",337,479,123
"202211","03","052","Central Kootenay H",220,295,61
"202211","05","014","Trail",578,703,112
"202211","05","032","Grand Forks",336,427,79
"202211","07","014","Oliver",274,342,56
"202211","07","035","Summerland",328,411,65
"202211","07","041","Penticton",2369,2971,508
"202211","07","055","Okanagan-Similkameen H",283,361,64
"202211","09","009","Hope",608,780,138
"202211","09","020","Chilliwack",4680,6567,1660
"202211","09","052","Abbotsford",5690,8089,2105
"202211","09","056","Mission",1998,2827,752
"202211","15","001","Langley Township",2630,3478,746
"202211","15","002","Langley City",1599,2242,525
"202211","15","004","Surrey",17458,25688,6766
"202211","15","007","White Rock",456,541,74
"202211","15","011","Delta",2049,2870,701
"202211","15","015","Richmond",3140,4174,809
"202211","15","022","Vancouver",24883,29078,3471
"202211","15","025","Burnaby",5668,7802,1653
"202211","15","029","New Westminster",2654,3391,589
"202211","15","034","Coquitlam",3067,4245,922
"202211","15","039","Port Coquitlam",1767,2452,574
"202211","15","043","Port Moody",499,654,119
"202211","15","046","North Vancouver DM",1155,1368,167
"202211","15","051","North Vancouver City",1388,1673,223
"202211","15","055","West Vancouver",389,501,89
"202211","15","070","Pitt Meadows",411,606,162
"202211","15","075","Maple Ridge",3314,4184,754
"202211","17","010","Sidney",235,273,31
"202211","17","015","Central Saanich",255,303,41
"202211","17","021","Saanich",3245,4074,729
"202211","17","027","Saltspring Island",389,489,90
"202211","17","034","Victoria",5239,6247,838
"202211","17","040","Esquimalt",845,1035,152
"202211","17","041","Colwood",498,679,163
"202211","17","044","Langford",1311,1777,406
"202211","17","047","View Royal",281,328,35
"202211","17","052","Sooke",601,805,178
"202211","19","008","North Cowichan",1272,1787,453
"202211","19","012","Duncan",472,707,200
"202211","19","016","Lake Cowichan",262,333,56
"202211","21","007","Nanaimo",5524,7391,1600
"202211","21","010","Nanaimo A",294,354,51
"202211","21","018","Parksville",438,553,97
"202211","21","032","Nanaimo F",469,587,94
"202211","23","008","Port Alberni",1975,2761,649
"202211","24","034","Campbell River",1979,2716,653
"202211","26","005","Comox",319,417,84
"202211","26","010","Courtenay",1765,2292,449
"202211","27","008","Powell River",863,1161,237
"202211","29","011","Sechelt",507,636,103
"202211","31","006","Squamish",445,588,128
"202211","33","042","Kamloops",4925,6318,1216
"202211","35","010","Kelowna",5708,7300,1346
"202211","35","029","West Kelowna",953,1274,280
"202211","35","802","Tsinstikeptum 9",360,467,89
"202211","37","014","Vernon",2730,3616,758
"202211","37","028","Armstrong",252,308,45
"202211","39","032","Salmon Arm",774,988,185
"202211","41","005","One Hundred Mile House",235,308,56
"202211","41","009","Williams Lake",856,1313,423
"202211","41","013","Quesnel",917,1296,331
"202211","43","023","Port Hardy",425,597,152
"202211","47","012","Prince Rupert",737,1107,326
"202211","49","005","Kitimat",298,463,153
"202211","49","011","Terrace",705,1063,322
"202211","51","007","Vanderhoof",250,364,103
"202211","51","043","Smithers",242,318,68
"202211","53","023","Prince George",4836,6763,1736
"202211","55","014","Dawson Creek",914,1267,317
"202211","55","034","Fort St. John",833,1222,351
"202212","01","022","Cranbrook",1088,1444,317
"202212","03","004","Creston",342,448,90
"202212","03","015","Nelson",557,692,122
"202212","03","045","Castlegar",335,479,125
"202212","03","052","Central Kootenay H",230,315,70
"202212","05","014","Trail",571,691,106
"202212","05","032","Grand Forks",347,445,86
"202212","07","014","Oliver",277,348,60
"202212","07","035","Summerland",341,420,63
"202212","07","041","Penticton",2362,2964,505
"202212","07","055","Okanagan-Similkameen H",282,364,68
"202212","09","009","Hope",598,763,132
"202212","09","020","Chilliwack",4716,6604,1664
"202212","09","052","Abbotsford",5685,8075,2108
"202212","09","056","Mission",2010,2834,748
"202212","15","001","Langley Township",2657,3520,761
"202212","15","002","Langley City",1622,2283,541
"202212","15","004","Surrey",17413,25687,6796
"202212","15","007","White Rock",467,554,76
"202212","15","011","Delta",2052,2875,700
"202212","15","015","Richmond",3149,4189,819
"202212","15","022","Vancouver",24873,29079,3489
"202212","15","025","Burnaby",5651,7797,1662
"202212","15","029","New Westminster",2667,3391,578
"202212","15","034","Coquitlam",3116,4317,939
"202212","15","039","Port Coquitlam",1764,2471,589
"202212","15","043","Port Moody",499,649,114
"202212","15","046","North Vancouver DM",1138,1334,153
"202212","15","051","North Vancouver City",1385,1670,224
"202212","15","055","West Vancouver",394,507,91
"202212","15","070","Pitt Meadows",413,615,168
"202212","15","075","Maple Ridge",3304,4188,768
"202212","17","010","Sidney",237,276,33
"202212","17","015","Central Saanich",259,305,39
"202212","17","021","Saanich",3223,4036,714
"202212","17","027","Saltspring Island",392,492,90
"202212","17","034","Victoria",5226,6229,833
"202212","17","040","Esquimalt",841,1026,149
"202212","17","041","Colwood",499,681,164
"202212","17","044","Langford",1309,1786,414
"202212","17","047","View Royal",286,332,33
"202212","17","052","Sooke",613,823,184
"202212","19","008","North Cowichan",1261,1772,449
"202212","19","012","Duncan",486,719,198
"202212","19","016","Lake Cowichan",260,335,59
"202212","21","007","Nanaimo",5513,7371,1592
"202212","21","010","Nanaimo A",294,352,50
"202212","21","018","Parksville",438,557,99
"202212","21","032","Nanaimo F",475,590,93
"202212","23","008","Port Alberni",1960,2743,650
"202212","24","034","Campbell River",1961,2683,644
"202212","26","005","Comox",318,414,82
"202212","26","010","Courtenay",1776,2308,453
"202212","27","008","Powell River",866,1176,250
"202212","29","011","Sechelt",508,630,100
"202212","31","006","Squamish",456,600,128
"202212","33","042","Kamloops",4919,6313,1219
"202212","35","010","Kelowna",5684,7319,1383
"202212","35","029","West Kelowna",953,1270,278
"202212","35","802","Tsinstikeptum 9",358,460,84
"202212","37","014","Vernon",2725,3614,761
"202212","37","028","Armstrong",255,310,43
"202212","39","032","Salmon Arm",767,977,182
"202212","41","005","One Hundred Mile House",237,307,53
"202212","41","009","Williams Lake",857,1307,414
"202212","41","013","Quesnel",927,1314,337
"202212","43","023","Port Hardy",427,599,151
"202212","47","012","Prince Rupert",748,1121,330
"202212","49","005","Kitimat",287,444,145
"202212","49","011","Terrace",700,1056,319
"202212","51","007","Vanderhoof",246,353,96
"202212","51","043","Smithers",244,321,68
"202212","53","023","Prince George",4848,6782,1747
"202212","55","014","Dawson Creek",924,1275,313
"202212","55","034","Fort St. John",817,1197,342
"202301","01","022","Cranbrook",1078,1433,317
"202301","03","004","Creston",337,438,87
"202301","03","015","Nelson",557,695,123
"202301","03","045","Castlegar",336,476,124
"202301","03","052","Central Kootenay H",228,307,65
"202301","05","014","Trail",573,699,112
"202301","05","032","Grand Forks",339,436,85
"202301","07","014","Oliver",283,361,66
"202301","07","035","Summerland",340,412,56
"202301","07","041","Penticton",2363,2966,512
"202301","07","055","Okanagan-Similkameen H",282,366,70
"202301","09","009","Hope",585,748,131
"202301","09","020","Chilliwack",4698,6592,1674
"202301","09","052","Abbotsford",5706,8117,2127
"202301","09","056","Mission",2019,2853,759
"202301","15","001","Langley Township",2671,3557,789
"202301","15","002","Langley City",1603,2257,539
"202301","15","004","Surrey",17485,25819,6847
"202301","15","007","White Rock",458,548,77
"202301","15","011","Delta",2048,2883,709
"202301","15","015","Richmond",3163,4190,808
"202301","15","022","Vancouver",24850,29061,3495
"202301","15","025","Burnaby",5700,7828,1646
"202301","15","029","New Westminster",2702,3433,583
"202301","15","034","Coquitlam",3131,4358,959
"202301","15","039","Port Coquitlam",1762,2465,586
"202301","15","043","Port Moody",497,652,119
"202301","15","046","North Vancouver DM",1148,1346,156
"202301","15","051","North Vancouver City",1374,1677,241
"202301","15","055","West Vancouver",400,516,92
"202301","15","070","Pitt Meadows",419,621,167
"202301","15","075","Maple Ridge",3306,4190,772
"202301","17","010","Sidney",229,269,34
"202301","17","015","Central Saanich",254,299,38
"202301","17","021","Saanich",3221,4026,710
"202301","17","027","Saltspring Island",392,486,85
"202301","17","034","Victoria",5214,6220,837
"202301","17","040","Esquimalt",845,1024,144
"202301","17","041","Colwood",497,672,157
"202301","17","044","Langford",1320,1816,436
"202301","17","047","View Royal",284,329,33
"202301","17","052","Sooke",606,813,180
"202301","19","008","North Cowichan",1262,1774,446
"202301","19","012","Duncan",483,703,187
"202301","19","016","Lake Cowichan",255,329,58
"202301","21","007","Nanaimo",5491,7339,1586
"202301","21","010","Nanaimo A",296,354,50
"202301","21","018","Parksville",439,562,104
"202301","21","032","Nanaimo F",461,573,92
"202301","23","008","Port Alberni",1945,2728,655
"202301","24","034","Campbell River",1957,2704,664
"202301","26","005","Comox",323,418,81
"202301","26","010","Courtenay",1747,2267,443
"202301","27","008","Powell River",868,1167,243
"202301","29","011","Sechelt",512,633,98
"202301","31","006","Squamish",456,608,136
"202301","33","042","Kamloops",4872,6245,1206
"202301","35","010","Kelowna",5641,7288,1397
"202301","35","029","West Kelowna",950,1274,286
"202301","35","802","Tsinstikeptum 9",360,466,88
"202301","37","014","Vernon",2709,3610,770
"202301","37","028","Armstrong",249,304,43
"202301","39","032","Salmon Arm",779,995,190
"202301","41","005","One Hundred Mile House",242,318,58
"202301","41","009","Williams Lake",872,1327,421
"202301","41","013","Quesnel",928,1330,350
"202301","43","023","Port Hardy",429,602,155
"202301","47","012","Prince Rupert",762,1147,341
"202301","49","005","Kitimat",283,440,145
"202301","49","011","Terrace",704,1062,323
"202301","51","007","Vanderhoof",247,351,93
"202301","51","043","Smithers",240,315,69
"202301","53","023","Prince George",4846,6787,1761
"202301","55","014","Dawson Creek",920,1270,314
"202301","55","034","Fort St. John",830,1219,353
"202302","01","022","Cranbrook",1083,1440,320
"202302","03","004","Creston",341,443,88
"202302","03","015","Nelson",553,693,123
"202302","03","045","Castlegar",335,477,126
"202302","03","052","Central Kootenay H",231,312,67
"202302","05","014","Trail",569,698,115
"202302","05","032","Grand Forks",339,435,84
"202302","07","014","Oliver",296,379,71
"202302","07","035","Summerland",336,410,59
"202302","07","041","Penticton",2362,2973,516
"202302","07","055","Okanagan-Similkameen H",284,366,68
"202302","09","009","Hope",595,750,123
"202302","09","020","Chilliwack",4694,6576,1666
