"ym","cd","csd","csdname","cases","recips","depchld"
"200909","17","040","Esquimalt",819,1014,144
"200909","17","041","Colwood",234,303,57
"200909","17","044","Langford",604,845,207
"200909","17","047","View Royal",185,222,30
"200909","17","052","Sooke",349,459,92
"200909","19","008","North Cowichan",977,1496,431
"200909","19","012","Duncan",361,527,144
"200909","19","016","Lake Cowichan",243,332,65
"200909","21","007","Nanaimo",4228,5910,1347
"200909","21","010","Nanaimo A",275,376,79
"200909","21","018","Parksville",305,397,74
"200909","21","032","Nanaimo F",313,409,78
"200909","23","008","Port Alberni",1335,2095,617
"200909","24","034","Campbell River",1342,1961,521
"200909","26","005","Comox",215,270,45
"200909","26","010","Courtenay",1163,1616,378
"200909","27","008","Powell River",887,1194,242
"200909","29","011","Sechelt",325,459,115
"200909","31","006","Squamish",316,425,93
"200909","33","042","Kamloops",3508,4824,1123
"200909","35","010","Kelowna",4137,5464,1085
"200909","35","029","West Kelowna",572,854,238
"200909","35","802","Tsinstikeptum 9",245,325,62
"200909","37","014","Vernon",1846,2540,564
"200909","37","028","Armstrong",183,252,56
"200909","39","032","Salmon Arm",670,919,212
"200909","41","005","One Hundred Mile House",173,235,51
"200909","41","009","Williams Lake",690,1056,317
"200909","41","013","Quesnel",619,915,241
"200909","43","023","Port Hardy",243,403,126
"200909","47","012","Prince Rupert",745,1261,433
"200909","49","005","Kitimat",310,532,185
"200909","49","011","Terrace",683,1137,371
"200909","51","007","Vanderhoof",184,288,85
"200909","51","043","Smithers",227,347,99
"200909","53","023","Prince George",3542,5268,1481
"200909","55","014","Dawson Creek",551,779,193
"200909","55","034","Fort St. John",368,546,159
"200910","01","022","Cranbrook",696,979,225
"200910","03","004","Creston",240,329,77
"200910","03","015","Nelson",564,721,131
"200910","03","045","Castlegar",260,351,75
"200910","03","052","Central Kootenay H",178,251,61
"200910","05","014","Trail",465,608,110
"200910","05","032","Grand Forks",270,378,86
"200910","07","014","Oliver",318,423,84
"200910","07","035","Summerland",180,258,62
"200910","07","041","Penticton",1729,2334,485
"200910","07","055","Okanagan-Similkameen H",253,362,78
"200910","09","009","Hope",483,674,145
"200910","09","020","Chilliwack",2838,4062,1032
"200910","09","052","Abbotsford",3377,4677,1084
"200910","09","056","Mission",1413,2006,489
"200910","15","001","Langley Township",1423,1839,357
"200910","15","002","Langley City",1118,1561,368
"200910","15","004","Surrey",12249,17549,4425
"200910","15","007","White Rock",331,381,42
"200910","15","011","Delta",1536,2019,423
"200910","15","015","Richmond",2169,2851,538
"200910","15","022","Vancouver",22645,26762,3355
"200910","15","025","Burnaby",4627,6515,1524
"200910","15","029","New Westminster",2277,2872,443
"200910","15","034","Coquitlam",2046,2940,717
"200910","15","039","Port Coquitlam",1281,1727,393
"200910","15","043","Port Moody",346,509,134
"200910","15","046","North Vancouver DM",851,991,115
"200910","15","051","North Vancouver City",1015,1279,204
"200910","15","055","West Vancouver",226,262,26
"200910","15","070","Pitt Meadows",255,369,103
"200910","15","075","Maple Ridge",2118,2805,565
"200910","17","010","Sidney",172,203,23
"200910","17","015","Central Saanich",179,212,29
"200910","17","021","Saanich",2449,2988,452
"200910","17","027","Saltspring Island",263,315,46
"200910","17","034","Victoria",4184,5053,702
"200910","17","040","Esquimalt",821,1010,138
"200910","17","041","Colwood",237,307,60
"200910","17","044","Langford",609,846,204
"200910","17","047","View Royal",190,230,34
"200910","17","052","Sooke",359,490,108
"200910","19","008","North Cowichan",977,1490,422
"200910","19","012","Duncan",365,528,144
"200910","19","016","Lake Cowichan",245,329,60
"200910","21","007","Nanaimo",4226,5879,1328
"200910","21","010","Nanaimo A",274,383,86
"200910","21","018","Parksville",317,408,75
"200910","21","032","Nanaimo F",314,418,85
"200910","23","008","Port Alberni",1364,2102,595
"200910","24","034","Campbell River",1362,1937,486
"200910","26","005","Comox",217,278,53
"200910","26","010","Courtenay",1183,1643,386
"200910","27","008","Powell River",884,1209,255
"200910","29","011","Sechelt",326,455,110
"200910","31","006","Squamish",327,432,89
"200910","33","042","Kamloops",3534,4843,1111
"200910","35","010","Kelowna",4284,5619,1088
"200910","35","029","West Kelowna",592,875,239
"200910","35","802","Tsinstikeptum 9",251,334,65
"200910","37","014","Vernon",1874,2584,585
"200910","37","028","Armstrong",187,254,54
"200910","39","032","Salmon Arm",683,944,223
"200910","41","005","One Hundred Mile House",166,226,51
"200910","41","009","Williams Lake",720,1085,316
"200910","41","013","Quesnel",618,901,229
"200910","43","023","Port Hardy",253,424,135
"200910","47","012","Prince Rupert",740,1246,415
"200910","49","005","Kitimat",312,523,173
"200910","49","011","Terrace",690,1142,369
"200910","51","007","Vanderhoof",191,293,85
"200910","51","043","Smithers",222,335,94
"200910","53","023","Prince George",3549,5254,1462
"200910","55","014","Dawson Creek",551,780,196
"200910","55","034","Fort St. John",394,574,161
"200911","01","022","Cranbrook",691,991,239
"200911","03","004","Creston",246,334,75
"200911","03","015","Nelson",578,734,134
"200911","03","045","Castlegar",266,359,75
"200911","03","052","Central Kootenay H",176,248,58
"200911","05","014","Trail",458,592,103
"200911","05","032","Grand Forks",284,409,98
"200911","07","014","Oliver",325,429,82
"200911","07","035","Summerland",183,260,59
"200911","07","041","Penticton",1793,2419,492
"200911","07","055","Okanagan-Similkameen H",255,355,72
"200911","09","009","Hope",498,690,146
"200911","09","020","Chilliwack",2906,4155,1051
"200911","09","052","Abbotsford",3389,4705,1092
"200911","09","056","Mission",1420,2013,495
"200911","15","001","Langley Township",1460,1880,362
"200911","15","002","Langley City",1139,1585,367
"200911","15","004","Surrey",12481,17861,4501
"200911","15","007","White Rock",333,380,38
"200911","15","011","Delta",1556,2042,422
"200911","15","015","Richmond",2199,2887,550
"200911","15","022","Vancouver",22865,27000,3366
"200911","15","025","Burnaby",4711,6645,1557
"200911","15","029","New Westminster",2300,2897,450
"200911","15","034","Coquitlam",2072,2982,729
"200911","15","039","Port Coquitlam",1322,1789,418
"200911","15","043","Port Moody",352,510,130
"200911","15","046","North Vancouver DM",871,1007,113
"200911","15","051","North Vancouver City",1029,1298,207
"200911","15","055","West Vancouver",232,269,26
"200911","15","070","Pitt Meadows",254,362,95
"200911","15","075","Maple Ridge",2165,2862,579
"200911","17","010","Sidney",168,197,22
"200911","17","015","Central Saanich",187,222,31
"200911","17","021","Saanich",2469,3007,450
"200911","17","027","Saltspring Island",286,346,53
"200911","17","034","Victoria",4231,5072,677
"200911","17","040","Esquimalt",824,1010,135
"200911","17","041","Colwood",243,313,59
"200911","17","044","Langford",603,815,183
"200911","17","047","View Royal",181,211,25
"200911","17","052","Sooke",372,504,109
"200911","19","008","North Cowichan",968,1477,417
"200911","19","012","Duncan",359,516,139
"200911","19","016","Lake Cowichan",247,328,57
"200911","21","007","Nanaimo",4241,5892,1324
"200911","21","010","Nanaimo A",280,385,84
"200911","21","018","Parksville",329,426,79
"200911","21","032","Nanaimo F",326,432,87
"200911","23","008","Port Alberni",1403,2138,593
"200911","24","034","Campbell River",1201,1638,368
"200911","26","005","Comox",224,283,52
"200911","26","010","Courtenay",1177,1630,377
"200911","27","008","Powell River",879,1182,232
"200911","29","011","Sechelt",336,464,109
"200911","31","006","Squamish",336,443,91
"200911","33","042","Kamloops",3519,4795,1075
"200911","35","010","Kelowna",4375,5758,1134
"200911","35","029","West Kelowna",601,890,242
"200911","35","802","Tsinstikeptum 9",250,337,68
"200911","37","014","Vernon",1916,2638,584
"200911","37","028","Armstrong",189,257,54
"200911","39","032","Salmon Arm",708,1001,249
"200911","41","005","One Hundred Mile House",182,244,52
"200911","41","009","Williams Lake",717,1086,319
"200911","41","013","Quesnel",622,892,217
"200911","43","023","Port Hardy",263,440,139
"200911","47","012","Prince Rupert",823,1388,460
"200911","49","005","Kitimat",311,527,175
"200911","49","011","Terrace",693,1150,372
"200911","51","007","Vanderhoof",190,286,80
"200911","51","043","Smithers",234,350,94
"200911","53","023","Prince George",3575,5283,1460
"200911","55","014","Dawson Creek",551,777,191
"200911","55","034","Fort St. John",410,580,152
"200912","01","022","Cranbrook",713,1015,244
"200912","03","004","Creston",254,351,83
"200912","03","015","Nelson",587,746,132
"200912","03","045","Castlegar",276,371,78
"200912","03","052","Central Kootenay H",178,249,56
"200912","05","014","Trail",465,614,117
"200912","05","032","Grand Forks",288,406,95
"200912","07","014","Oliver",331,440,84
"200912","07","035","Summerland",191,265,58
"200912","07","041","Penticton",1824,2490,538
"200912","07","055","Okanagan-Similkameen H",260,361,73
"200912","09","009","Hope",502,687,143
"200912","09","020","Chilliwack",2932,4206,1073
"200912","09","052","Abbotsford",3443,4801,1126
"200912","09","056","Mission",1453,2074,518
"200912","15","001","Langley Township",1478,1904,364
"200912","15","002","Langley City",1149,1585,353
"200912","15","004","Surrey",12697,18204,4601
"200912","15","007","White Rock",335,377,35
"200912","15","011","Delta",1613,2135,452
"200912","15","015","Richmond",2229,2945,572
"200912","15","022","Vancouver",22994,27178,3411
"200912","15","025","Burnaby",4764,6703,1563
"200912","15","029","New Westminster",2338,2951,466
"200912","15","034","Coquitlam",2112,3030,740
"200912","15","039","Port Coquitlam",1321,1772,402
"200912","15","043","Port Moody",355,506,124
"200912","15","046","North Vancouver DM",872,1030,131
"200912","15","051","North Vancouver City",1059,1334,213
"200912","15","055","West Vancouver",228,259,22
"200912","15","070","Pitt Meadows",251,358,94
"200912","15","075","Maple Ridge",2207,2933,604
"200912","17","010","Sidney",171,207,28
"200912","17","015","Central Saanich",189,224,31
"200912","17","021","Saanich",2475,3010,445
"200912","17","027","Saltspring Island",285,341,50
"200912","17","034","Victoria",4291,5166,706
"200912","17","040","Esquimalt",862,1055,141
"200912","17","041","Colwood",239,300,51
"200912","17","044","Langford",613,852,209
"200912","17","047","View Royal",178,204,21
"200912","17","052","Sooke",379,522,118
"200912","19","008","North Cowichan",972,1477,414
"200912","19","012","Duncan",363,521,139
"200912","19","016","Lake Cowichan",250,330,54
"200912","21","007","Nanaimo",4298,5949,1326
"200912","21","010","Nanaimo A",274,368,74
"200912","21","018","Parksville",321,407,71
"200912","21","032","Nanaimo F",341,457,96
"200912","23","008","Port Alberni",1462,2219,607
"200912","24","034","Campbell River",1376,1964,491
"200912","26","005","Comox",224,284,53
"200912","26","010","Courtenay",1178,1622,367
"200912","27","008","Powell River",904,1229,249
"200912","29","011","Sechelt",341,457,101
"200912","31","006","Squamish",341,449,94
"200912","33","042","Kamloops",3600,4888,1087
"200912","35","010","Kelowna",4511,5956,1189
"200912","35","029","West Kelowna",631,936,258
"200912","35","802","Tsinstikeptum 9",264,361,78
"200912","37","014","Vernon",1994,2746,602
"200912","37","028","Armstrong",194,265,57
"200912","39","032","Salmon Arm",740,1052,264
"200912","41","005","One Hundred Mile House",184,257,62
"200912","41","009","Williams Lake",721,1071,300
"200912","41","013","Quesnel",631,907,221
"200912","43","023","Port Hardy",296,476,138
"200912","47","012","Prince Rupert",849,1439,476
"200912","49","005","Kitimat",324,557,188
"200912","49","011","Terrace",695,1143,368
"200912","51","007","Vanderhoof",189,282,75
"200912","51","043","Smithers",249,368,96
"200912","53","023","Prince George",3650,5418,1508
"200912","55","014","Dawson Creek",552,776,194
"200912","55","034","Fort St. John",420,603,166
"201001","01","022","Cranbrook",721,1015,238
"201001","03","004","Creston",254,346,77
"201001","03","015","Nelson",599,767,137
"201001","03","045","Castlegar",287,384,81
"201001","03","052","Central Kootenay H",184,261,62
"201001","05","014","Trail",469,620,118
"201001","05","032","Grand Forks",289,412,98
"201001","07","014","Oliver",331,442,87
"201001","07","035","Summerland",200,279,61
"201001","07","041","Penticton",1898,2595,567
"201001","07","055","Okanagan-Similkameen H",262,368,76
"201001","09","009","Hope",500,683,140
"201001","09","020","Chilliwack",2993,4307,1103
"201001","09","052","Abbotsford",3516,4885,1130
"201001","09","056","Mission",1478,2121,538
"201001","15","001","Langley Township",1509,1944,372
"201001","15","002","Langley City",1161,1585,348
"201001","15","004","Surrey",12900,18444,4624
"201001","15","007","White Rock",343,394,40
"201001","15","011","Delta",1640,2191,475
"201001","15","015","Richmond",2230,2926,557
"201001","15","022","Vancouver",23123,27329,3426
"201001","15","025","Burnaby",4842,6800,1576
"201001","15","029","New Westminster",2358,2974,466
"201001","15","034","Coquitlam",2166,3135,779
"201001","15","039","Port Coquitlam",1369,1839,411
"201001","15","043","Port Moody",355,510,127
"201001","15","046","North Vancouver DM",883,1042,132
"201001","15","051","North Vancouver City",1069,1332,205
"201001","15","055","West Vancouver",231,260,21
"201001","15","070","Pitt Meadows",261,370,95
"201001","15","075","Maple Ridge",2232,2968,613
"201001","17","010","Sidney",171,204,27
"201001","17","015","Central Saanich",190,220,26
"201001","17","021","Saanich",2521,3067,460
"201001","17","027","Saltspring Island",282,337,48
"201001","17","034","Victoria",4328,5209,706
"201001","17","040","Esquimalt",886,1092,149
"201001","17","041","Colwood",242,295,44
"201001","17","044","Langford",608,844,206
"201001","17","047","View Royal",187,218,25
"201001","17","052","Sooke",376,512,111
"201001","19","008","North Cowichan",1007,1521,422
"201001","19","012","Duncan",359,513,134
"201001","19","016","Lake Cowichan",249,329,54
"201001","21","007","Nanaimo",4363,6036,1342
"201001","21","010","Nanaimo A",270,362,74
"201001","21","018","Parksville",340,441,85
"201001","21","032","Nanaimo F",352,478,103
"201001","23","008","Port Alberni",1476,2246,618
"201001","24","034","Campbell River",1398,2020,515
"201001","26","005","Comox",231,294,55
"201001","26","010","Courtenay",1203,1648,371
"201001","27","008","Powell River",898,1228,252
"201001","29","011","Sechelt",352,485,116
"201001","31","006","Squamish",347,454,93
"201001","33","042","Kamloops",3643,4961,1102
"201001","35","010","Kelowna",4674,6174,1223
"201001","35","029","West Kelowna",632,944,259
"201001","35","802","Tsinstikeptum 9",267,366,79
"201001","37","014","Vernon",2045,2805,615
"201001","37","028","Armstrong",195,267,57
"201001","39","032","Salmon Arm",745,1057,264
"201001","41","005","One Hundred Mile House",184,255,60
"201001","41","009","Williams Lake",734,1092,308
"201001","41","013","Quesnel",642,915,219
"201001","43","023","Port Hardy",307,500,151
"201001","47","012","Prince Rupert",844,1440,480
"201001","49","005","Kitimat",342,573,185
"201001","49","011","Terrace",697,1150,368
"201001","51","007","Vanderhoof",193,290,79
"201001","51","043","Smithers",250,366,98
"201001","53","023","Prince George",3674,5483,1537
"201001","55","014","Dawson Creek",552,769,188
"201001","55","034","Fort St. John",427,613,166
"201002","01","022","Cranbrook",733,1033,246
"201002","03","004","Creston",250,342,77
"201002","03","015","Nelson",603,761,134
"201002","03","045","Castlegar",294,399,87
"201002","03","052","Central Kootenay H",188,266,65
"201002","05","014","Trail",471,617,115
"201002","05","032","Grand Forks",292,417,99
"201002","07","014","Oliver",319,430,87
"201002","07","035","Summerland",205,290,69
"201002","07","041","Penticton",1894,2584,563
"201002","07","055","Okanagan-Similkameen H",262,359,68
"201002","09","009","Hope",509,705,147
"201002","09","020","Chilliwack",3036,4360,1104
"201002","09","052","Abbotsford",3511,4883,1133
"201002","09","056","Mission",1489,2149,553
"201002","15","001","Langley Township",1506,1955,388
"201002","15","002","Langley City",1154,1570,343
"201002","15","004","Surrey",13053,18648,4663
"201002","15","007","White Rock",342,392,41
"201002","15","011","Delta",1661,2204,464
"201002","15","015","Richmond",2230,2929,560
"201002","15","022","Vancouver",23120,27278,3384
"201002","15","025","Burnaby",4877,6837,1582
"201002","15","029","New Westminster",2360,2973,464
"201002","15","034","Coquitlam",2162,3099,759
"201002","15","039","Port Coquitlam",1356,1824,412
"201002","15","043","Port Moody",370,536,135
"201002","15","046","North Vancouver DM",889,1052,135
"201002","15","051","North Vancouver City",1079,1347,207
"201002","15","055","West Vancouver",228,257,22
"201002","15","070","Pitt Meadows",266,378,97
"201002","15","075","Maple Ridge",2214,2921,589
"201002","17","010","Sidney",175,210,29
"201002","17","015","Central Saanich",182,209,23
"201002","17","021","Saanich",2535,3074,451
"201002","17","027","Saltspring Island",283,340,49
"201002","17","034","Victoria",4330,5204,691
"201002","17","040","Esquimalt",869,1079,154
"201002","17","041","Colwood",246,307,52
"201002","17","044","Langford",610,846,203
"201002","17","047","View Royal",189,220,25
"201002","17","052","Sooke",382,521,113
"201002","19","008","North Cowichan",1016,1529,427
"201002","19","012","Duncan",382,537,135
"201002","19","016","Lake Cowichan",249,331,56
"201002","21","007","Nanaimo",4421,6100,1356
"201002","21","010","Nanaimo A",261,339,64
"201002","21","018","Parksville",349,440,75
"201002","21","032","Nanaimo F",349,471,99
"201002","23","008","Port Alberni",1472,2224,610
"201002","24","034","Campbell River",1422,2072,541
"201002","26","005","Comox",233,299,57
"201002","26","010","Courtenay",1199,1650,377
"201002","27","008","Powell River",902,1224,247
"201002","29","011","Sechelt",341,466,107
"201002","31","006","Squamish",338,442,90
"201002","33","042","Kamloops",3665,4967,1095
"201002","35","010","Kelowna",4731,6213,1200
"201002","35","029","West Kelowna",630,905,236
"201002","35","802","Tsinstikeptum 9",263,366,82
"201002","37","014","Vernon",2050,2803,607
"201002","37","028","Armstrong",198,275,62
"201002","39","032","Salmon Arm",749,1062,267
"201002","41","005","One Hundred Mile House",181,245,53
"201002","41","009","Williams Lake",732,1089,303
"201002","41","013","Quesnel",638,930,239
"201002","43","023","Port Hardy",299,469,131
"201002","47","012","Prince Rupert",852,1462,488
"201002","49","005","Kitimat",343,573,184
"201002","49","011","Terrace",724,1181,366
"201002","51","007","Vanderhoof",192,274,68
"201002","51","043","Smithers",253,379,106
"201002","53","023","Prince George",3696,5524,1551
"201002","55","014","Dawson Creek",571,795,191
"201002","55","034","Fort St. John",412,590,159
"201003","01","022","Cranbrook",740,1040,248
"201003","03","004","Creston",255,343,74
"201003","03","015","Nelson",610,770,138
"201003","03","045","Castlegar",292,394,84
"201003","03","052","Central Kootenay H",191,266,63
"201003","05","014","Trail",471,622,119
"201003","05","032","Grand Forks",294,423,103
"201003","07","014","Oliver",332,442,87
"201003","07","035","Summerland",203,288,68
"201003","07","041","Penticton",1890,2583,566
"201003","07","055","Okanagan-Similkameen H",256,351,66
"201003","09","009","Hope",501,696,145
"201003","09","020","Chilliwack",3044,4370,1109
"201003","09","052","Abbotsford",3564,4915,1121
"201003","09","056","Mission",1517,2174,560
"201003","15","001","Langley Township",1531,1985,394
"201003","15","002","Langley City",1178,1602,352
"201003","15","004","Surrey",13280,18987,4747
"201003","15","007","White Rock",337,388,41
"201003","15","011","Delta",1696,2252,479
"201003","15","015","Richmond",2243,2938,549
"201003","15","022","Vancouver",23192,27383,3415
"201003","15","025","Burnaby",4902,6894,1610
"201003","15","029","New Westminster",2398,3009,467
"201003","15","034","Coquitlam",2180,3168,792
"201003","15","039","Port Coquitlam",1387,1864,420
"201003","15","043","Port Moody",373,532,130
"201003","15","046","North Vancouver DM",876,1025,124
"201003","15","051","North Vancouver City",1085,1367,218
"201003","15","055","West Vancouver",232,264,24
"201003","15","070","Pitt Meadows",273,387,101
"201003","15","075","Maple Ridge",2237,2944,590
"201003","17","010","Sidney",174,203,23
"201003","17","015","Central Saanich",189,220,27
"201003","17","021","Saanich",2562,3102,452
"201003","17","027","Saltspring Island",285,343,50
"201003","17","034","Victoria",4363,5238,693
"201003","17","040","Esquimalt",858,1060,150
"201003","17","041","Colwood",247,307,52
"201003","17","044","Langford",599,819,192
"201003","17","047","View Royal",190,223,23
"201003","17","052","Sooke",385,525,114
"201003","19","008","North Cowichan",1047,1573,440
"201003","19","012","Duncan",377,533,134
"201003","19","016","Lake Cowichan",248,344,67
"201003","21","007","Nanaimo",4404,6090,1359
"201003","21","010","Nanaimo A",258,333,62
"201003","21","018","Parksville",359,463,88
"201003","21","032","Nanaimo F",350,465,91
"201003","23","008","Port Alberni",1479,2212,588
"201003","24","034","Campbell River",1436,2077,532
"201003","26","005","Comox",237,306,62
"201003","26","010","Courtenay",1212,1667,374
"201003","27","008","Powell River",906,1247,265
"201003","29","011","Sechelt",347,473,108
"201003","31","006","Squamish",340,450,94
"201003","33","042","Kamloops",3671,4970,1091
"201003","35","010","Kelowna",4786,6303,1238
"201003","35","029","West Kelowna",637,920,241
"201003","35","802","Tsinstikeptum 9",257,359,82
"201003","37","014","Vernon",2061,2798,591
"201003","37","028","Armstrong",200,286,69
"201003","39","032","Salmon Arm",750,1058,264
"201003","41","005","One Hundred Mile House",191,265,61
"201003","41","009","Williams Lake",753,1146,335
"201003","41","013","Quesnel",656,949,239
"201003","43","023","Port Hardy",321,514,145
"201003","47","012","Prince Rupert",864,1483,495
"201003","49","005","Kitimat",340,563,177
"201003","49","011","Terrace",740,1217,382
"201003","51","007","Vanderhoof",188,269,67
"201003","51","043","Smithers",248,370,100
"201003","53","023","Prince George",3704,5515,1545
"201003","55","014","Dawson Creek",566,789,192
"201003","55","034","Fort St. John",413,600,169
"201004","01","022","Cranbrook",722,1014,240
"201004","03","004","Creston",258,342,70
"201004","03","015","Nelson",602,762,138
"201004","03","045","Castlegar",289,380,76
"201004","03","052","Central Kootenay H",184,256,60
"201004","05","014","Trail",472,622,118
"201004","05","032","Grand Forks",289,403,90
"201004","07","014","Oliver",321,421,82
"201004","07","035","Summerland",204,287,67
"201004","07","041","Penticton",1862,2533,556
"201004","07","055","Okanagan-Similkameen H",250,338,59
"201004","09","009","Hope",503,692,142
"201004","09","020","Chilliwack",3011,4344,1117
"201004","09","052","Abbotsford",3560,4923,1138
"201004","09","056","Mission",1494,2136,543
"201004","15","001","Langley Township",1502,1954,394
"201004","15","002","Langley City",1195,1633,358
"201004","15","004","Surrey",13379,19039,4716
"201004","15","007","White Rock",328,375,39
"201004","15","011","Delta",1641,2177,465
"201004","15","015","Richmond",2242,2932,539
"201004","15","022","Vancouver",23170,27292,3369
"201004","15","025","Burnaby",4897,6869,1599
"201004","15","029","New Westminster",2409,3033,469
"201004","15","034","Coquitlam",2216,3223,811
"201004","15","039","Port Coquitlam",1374,1852,422
"201004","15","043","Port Moody",370,531,134
"201004","15","046","North Vancouver DM",888,1045,132
"201004","15","051","North Vancouver City",1090,1383,226
"201004","15","055","West Vancouver",233,262,21
"201004","15","070","Pitt Meadows",277,392,101
"201004","15","075","Maple Ridge",2221,2906,563
"201004","17","010","Sidney",181,211,25
"201004","17","015","Central Saanich",188,219,27
"201004","17","021","Saanich",2562,3122,473
"201004","17","027","Saltspring Island",281,340,50
"201004","17","034","Victoria",4335,5191,679
"201004","17","040","Esquimalt",855,1055,147
"201004","17","041","Colwood",243,305,54
"201004","17","044","Langford",608,828,193
"201004","17","047","View Royal",183,207,15
"201004","17","052","Sooke",391,528,112
"201004","19","008","North Cowichan",1050,1572,433
"201004","19","012","Duncan",360,504,122
"201004","19","016","Lake Cowichan",245,338,64
"201004","21","007","Nanaimo",4395,6090,1370
"201004","21","010","Nanaimo A",248,323,63
"201004","21","018","Parksville",344,455,93
"201004","21","032","Nanaimo F",337,451,89
"201004","23","008","Port Alberni",1461,2201,596
"201004","24","034","Campbell River",1444,2082,530
"201004","26","005","Comox",234,294,54
"201004","26","010","Courtenay",1220,1663,360
"201004","27","008","Powell River",902,1249,269
"201004","29","011","Sechelt",347,467,105
"201004","31","006","Squamish",339,442,87
"201004","33","042","Kamloops",3632,4908,1074
"201004","35","010","Kelowna",4745,6248,1221
"201004","35","029","West Kelowna",638,913,230
"201004","35","802","Tsinstikeptum 9",258,358,82
"201004","37","014","Vernon",2035,2748,568
"201004","37","028","Armstrong",196,267,59
"201004","39","032","Salmon Arm",760,1063,263
"201004","41","005","One Hundred Mile House",186,257,57
"201004","41","009","Williams Lake",734,1121,333
"201004","41","013","Quesnel",662,955,243
"201004","43","023","Port Hardy",311,496,138
"201004","47","012","Prince Rupert",859,1472,497
"201004","49","005","Kitimat",346,582,191
"201004","49","011","Terrace",728,1174,363
"201004","51","007","Vanderhoof",192,284,76
"201004","51","043","Smithers",255,383,102
"201004","53","023","Prince George",3677,5475,1538
"201004","55","014","Dawson Creek",553,761,179
"201004","55","034","Fort St. John",403,582,166
"201005","01","022","Cranbrook",719,1024,255
"201005","03","004","Creston",246,326,68
"201005","03","015","Nelson",613,781,147
"201005","03","045","Castlegar",288,381,79
"201005","03","052","Central Kootenay H",180,256,63
"201005","05","014","Trail",467,615,118
"201005","05","032","Grand Forks",276,389,90
"201005","07","014","Oliver",324,426,83
"201005","07","035","Summerland",200,279,61
"201005","07","041","Penticton",1849,2512,551
"201005","07","055","Okanagan-Similkameen H",243,335,62
"201005","09","009","Hope",500,689,144
"201005","09","020","Chilliwack",3033,4372,1125
"201005","09","052","Abbotsford",3556,4920,1133
"201005","09","056","Mission",1478,2121,540
"201005","15","001","Langley Township",1509,1986,418
"201005","15","002","Langley City",1200,1640,358
"201005","15","004","Surrey",13430,19125,4756
"201005","15","007","White Rock",336,390,44
"201005","15","011","Delta",1625,2149,453
"201005","15","015","Richmond",2233,2945,557
"201005","15","022","Vancouver",23262,27385,3382
"201005","15","025","Burnaby",4933,6896,1593
"201005","15","029","New Westminster",2421,3030,457
"201005","15","034","Coquitlam",2231,3255,816
"201005","15","039","Port Coquitlam",1382,1860,421
"201005","15","043","Port Moody",367,528,132
"201005","15","046","North Vancouver DM",900,1061,136
"201005","15","051","North Vancouver City",1077,1370,223
"201005","15","055","West Vancouver",250,283,23
"201005","15","070","Pitt Meadows",282,404,108
"201005","15","075","Maple Ridge",2224,2906,562
"201005","17","010","Sidney",185,213,23
"201005","17","015","Central Saanich",193,227,29
"201005","17","021","Saanich",2551,3093,449
"201005","17","027","Saltspring Island",285,346,52
"201005","17","034","Victoria",4276,5140,693
"201005","17","040","Esquimalt",867,1074,154
"201005","17","041","Colwood",242,304,54
"201005","17","044","Langford",597,811,186
"201005","17","047","View Royal",180,202,16
"201005","17","052","Sooke",396,524,104
"201005","19","008","North Cowichan",1077,1614,444
"201005","19","012","Duncan",354,495,118
"201005","19","016","Lake Cowichan",249,342,64
"201005","21","007","Nanaimo",4372,6037,1353
"201005","21","010","Nanaimo A",239,315,64
"201005","21","018","Parksville",334,430,82
"201005","21","032","Nanaimo F",336,448,87
"201005","23","008","Port Alberni",1462,2183,581
"201005","24","034","Campbell River",1432,2083,548
"201005","26","005","Comox",229,296,61
"201005","26","010","Courtenay",1216,1653,354
"201005","27","008","Powell River",906,1244,258
"201005","29","011","Sechelt",341,470,109
"201005","31","006","Squamish",357,472,99
"201005","33","042","Kamloops",3635,4908,1072
"201005","35","010","Kelowna",4764,6273,1230
"201005","35","029","West Kelowna",622,885,220
"201005","35","802","Tsinstikeptum 9",250,352,84
"201005","37","014","Vernon",2009,2726,570
"201005","37","028","Armstrong",199,275,62
"201005","39","032","Salmon Arm",751,1062,268
"201005","41","005","One Hundred Mile House",177,245,56
"201005","41","009","Williams Lake",749,1141,340
"201005","41","013","Quesnel",650,942,240
"201005","43","023","Port Hardy",315,501,139
"201005","47","012","Prince Rupert",866,1475,491
"201005","49","005","Kitimat",345,582,195
"201005","49","011","Terrace",732,1193,369
"201005","51","007","Vanderhoof",193,283,75
"201005","51","043","Smithers",255,379,101
"201005","53","023","Prince George",3709,5529,1566
"201005","55","014","Dawson Creek",553,760,180
"201005","55","034","Fort St. John",399,575,160
"201006","01","022","Cranbrook",731,1041,262
"201006","03","004","Creston",241,327,74
"201006","03","015","Nelson",618,789,148
"201006","03","045","Castlegar",286,386,85
"201006","03","052","Central Kootenay H",179,255,64
"201006","05","014","Trail",465,605,109
"201006","05","032","Grand Forks",282,390,87
"201006","07","014","Oliver",329,419,74
"201006","07","035","Summerland",204,294,72
"201006","07","041","Penticton",1843,2531,569
"201006","07","055","Okanagan-Similkameen H",241,331,61
"201006","09","009","Hope",488,666,139
"201006","09","020","Chilliwack",3042,4396,1135
"201006","09","052","Abbotsford",3541,4925,1162
"201006","09","056","Mission",1470,2134,559
"201006","15","001","Langley Township",1529,2021,435
"201006","15","002","Langley City",1215,1655,363
"201006","15","004","Surrey",13546,19323,4820
