"ym","cmaca","cases","recips","depchld"
"201810","933",65015,83838,15529
"201810","934",386,529,128
"201810","935",11638,14257,2215
"201810","936",338,457,104
"201810","937",2127,2935,672
"201810","938",5289,7099,1488
"201810","939",656,816,134
"201810","940",2133,3023,712
"201810","943",2346,3011,562
"201810","944",1827,2574,657
"201810","945",986,1353,293
"201810","950",1025,1464,388
"201810","952",1238,1716,395
"201810","955",752,1254,427
"201810","965",897,1337,374
"201810","970",4219,5914,1479
"201810","975",744,1062,284
"201810","977",595,868,253
"201811","",15688,20999,4388
"201811","905",973,1286,266
"201811","907",773,939,147
"201811","910",762,973,178
"201811","913",2157,2689,436
"201811","915",6326,8023,1441
"201811","918",2749,3629,737
"201811","920",695,902,179
"201811","925",4712,6122,1207
"201811","930",4257,5916,1429
"201811","932",6302,8748,2129
"201811","933",65118,83980,15566
"201811","934",391,535,128
"201811","935",11653,14263,2213
"201811","936",335,450,101
"201811","937",2118,2910,654
"201811","938",5281,7086,1496
"201811","939",665,823,134
"201811","940",2130,3017,713
"201811","943",2324,2982,554
"201811","944",1823,2563,650
"201811","945",993,1363,298
"201811","950",1019,1445,375
"201811","952",1241,1726,404
"201811","955",743,1236,422
"201811","965",909,1333,359
"201811","970",4231,5938,1496
"201811","975",749,1063,279
"201811","977",579,840,244
"201812","",15713,21093,4453
"201812","905",978,1295,273
"201812","907",759,924,148
"201812","910",773,978,174
"201812","913",2162,2702,437
"201812","915",6295,7981,1428
"201812","918",2713,3571,721
"201812","920",688,885,168
"201812","925",4754,6180,1224
"201812","930",4295,5965,1439
"201812","932",6308,8760,2139
"201812","933",64999,83856,15568
"201812","934",394,542,132
"201812","935",11668,14297,2232
"201812","936",332,447,101
"201812","937",2118,2910,660
"201812","938",5303,7104,1487
"201812","939",676,844,144
"201812","940",2118,2993,699
"201812","943",2347,3002,553
"201812","944",1828,2575,656
"201812","945",988,1357,297
"201812","950",1036,1461,376
"201812","952",1227,1693,387
"201812","955",737,1228,421
"201812","965",891,1309,357
"201812","970",4218,5916,1491
"201812","975",751,1067,282
"201812","977",578,847,253
"201901","",15794,21153,4442
"201901","905",994,1327,293
"201901","907",756,923,150
"201901","910",765,965,171
"201901","913",2183,2728,445
"201901","915",6312,7999,1434
"201901","918",2730,3603,731
"201901","920",692,889,170
"201901","925",4774,6185,1213
"201901","930",4291,5975,1456
"201901","932",6305,8771,2155
"201901","933",64980,83792,15542
"201901","934",395,547,137
"201901","935",11650,14280,2247
"201901","936",334,446,101
"201901","937",2127,2919,668
"201901","938",5236,6979,1446
"201901","939",675,846,145
"201901","940",2116,2992,703
"201901","943",2339,3002,565
"201901","944",1825,2572,656
"201901","945",986,1344,288
"201901","950",1041,1485,399
"201901","952",1218,1689,388
"201901","955",738,1224,416
"201901","965",881,1285,349
"201901","970",4230,5944,1504
"201901","975",749,1065,279
"201901","977",590,876,267
"201902","",15894,21302,4478
"201902","905",981,1308,284
"201902","907",765,925,143
"201902","910",751,954,174
"201902","913",2189,2745,459
"201902","915",6408,8138,1478
"201902","918",2749,3617,727
"201902","920",681,870,163
"201902","925",4769,6169,1207
"201902","930",4310,6038,1498
"201902","932",6358,8815,2146
"201902","933",64966,83764,15524
"201902","934",385,534,136
"201902","935",11642,14247,2236
"201902","936",333,441,97
"201902","937",2131,2924,668
"201902","938",5266,6996,1432
"201902","939",671,836,141
"201902","940",2129,3012,715
"201902","943",2337,2988,555
"201902","944",1856,2609,661
"201902","945",993,1353,289
"201902","950",1060,1513,406
"201902","952",1220,1690,393
"201902","955",747,1240,422
"201902","965",892,1297,348
"201902","970",4233,5963,1522
"201902","975",751,1065,278
"201902","977",596,874,259
"201903","",16165,21707,4559
"201903","905",1006,1342,286
"201903","907",768,946,154
"201903","910",774,1003,193
"201903","913",2264,2844,470
"201903","915",6593,8426,1538
"201903","918",2833,3739,748
"201903","920",704,902,169
"201903","925",4847,6253,1207
"201903","930",4389,6140,1506
"201903","932",6509,9050,2207
"201903","933",66371,85623,15787
"201903","934",392,538,130
"201903","935",11936,14650,2296
"201903","936",342,453,100
"201903","937",2171,2977,674
"201903","938",5363,7137,1452
"201903","939",700,866,136
"201903","940",2148,3075,749
"201903","943",2397,3082,576
"201903","944",1888,2650,663
"201903","945",1006,1366,288
"201903","950",1082,1553,424
"201903","952",1237,1717,398
"201903","955",763,1261,425
"201903","965",892,1289,343
"201903","970",4293,6050,1533
"201903","975",751,1062,272
"201903","977",631,927,276
"201904","",16280,21850,4573
"201904","905",1011,1352,288
"201904","907",768,944,151
"201904","910",770,998,194
"201904","913",2287,2858,463
"201904","915",6664,8473,1515
"201904","918",2845,3753,746
"201904","920",699,889,162
"201904","925",4904,6317,1210
"201904","930",4397,6169,1528
"201904","932",6585,9143,2220
"201904","933",66657,86086,15907
"201904","934",402,551,132
"201904","935",12006,14748,2316
"201904","936",349,462,102
"201904","937",2171,2980,680
"201904","938",5401,7173,1449
"201904","939",696,854,127
"201904","940",2161,3095,756
"201904","943",2411,3108,586
"201904","944",1883,2642,661
"201904","945",1003,1368,291
"201904","950",1102,1589,439
"201904","952",1240,1719,399
"201904","955",771,1264,418
"201904","965",919,1338,362
"201904","970",4326,6094,1541
"201904","975",771,1081,272
"201904","977",641,934,272
"201905","",16322,21896,4580
"201905","905",1016,1337,273
"201905","907",771,953,158
"201905","910",757,978,186
"201905","913",2298,2856,456
"201905","915",6680,8519,1538
"201905","918",2853,3762,749
"201905","920",703,893,166
"201905","925",4953,6395,1235
"201905","930",4398,6175,1540
"201905","932",6611,9224,2266
"201905","933",66888,86395,15966
"201905","934",407,554,129
"201905","935",12073,14865,2365
"201905","936",351,466,105
"201905","937",2171,2975,672
"201905","938",5417,7193,1453
"201905","939",707,863,129
"201905","940",2146,3063,735
"201905","943",2433,3149,606
"201905","944",1897,2655,662
"201905","945",994,1355,289
"201905","950",1115,1608,444
"201905","952",1245,1718,392
"201905","955",769,1241,402
"201905","965",922,1351,372
"201905","970",4358,6141,1553
"201905","975",777,1082,272
"201905","977",641,937,274
"201906","",16359,21948,4593
"201906","905",1014,1333,270
"201906","907",770,943,150
"201906","910",752,971,185
"201906","913",2296,2856,460
"201906","915",6710,8548,1534
"201906","918",2887,3814,768
"201906","920",713,922,181
"201906","925",5032,6492,1250
"201906","930",4463,6277,1572
"201906","932",6662,9275,2268
"201906","933",67081,86646,16025
"201906","934",408,551,126
"201906","935",12108,14913,2373
"201906","936",356,473,107
"201906","937",2193,3008,684
"201906","938",5427,7211,1458
"201906","939",703,856,128
"201906","940",2158,3074,740
"201906","943",2429,3135,596
"201906","944",1881,2625,647
"201906","945",1018,1389,295
"201906","950",1099,1589,440
"201906","952",1244,1715,392
"201906","955",777,1261,416
"201906","965",923,1355,372
"201906","970",4400,6206,1576
"201906","975",785,1106,286
"201906","977",638,928,269
"201906","NOT RECONCILED",1,1,0
"201907","",16338,21958,4635
"201907","905",1010,1331,276
"201907","907",762,937,152
"201907","910",759,983,191
"201907","913",2310,2883,477
"201907","915",6732,8546,1516
"201907","918",2873,3790,758
"201907","920",716,927,181
"201907","925",5058,6527,1259
"201907","930",4484,6315,1586
"201907","932",6671,9267,2258
"201907","933",67226,86914,16138
"201907","934",408,551,127
"201907","935",12058,14826,2346
"201907","936",352,469,105
"201907","937",2193,3012,693
"201907","938",5449,7231,1458
"201907","939",692,839,123
"201907","940",2166,3107,758
"201907","943",2433,3153,608
"201907","944",1896,2649,656
"201907","945",1015,1399,305
"201907","950",1085,1602,468
"201907","952",1244,1710,381
"201907","955",782,1276,426
"201907","965",927,1368,380
"201907","970",4423,6230,1576
"201907","975",784,1090,274
"201907","977",657,960,279
"201907","NOT RECONCILED",2,2,0
"201908","",16466,22096,4651
"201908","905",1007,1324,271
"201908","907",772,949,153
"201908","910",765,986,187
"201908","913",2297,2874,485
"201908","915",6750,8602,1552
"201908","918",2923,3860,778
"201908","920",714,937,195
"201908","925",5107,6618,1292
"201908","930",4533,6443,1655
"201908","932",6708,9351,2296
"201908","933",67370,87244,16299
"201908","934",400,541,125
"201908","935",12100,14878,2358
"201908","936",358,477,105
"201908","937",2208,3034,699
"201908","938",5475,7299,1498
"201908","939",699,849,125
"201908","940",2180,3111,751
"201908","943",2426,3148,614
"201908","944",1898,2649,654
"201908","945",1010,1391,303
"201908","950",1113,1639,475
"201908","952",1257,1731,385
"201908","955",768,1233,404
"201908","965",930,1366,375
"201908","970",4433,6253,1588
"201908","975",797,1110,282
"201908","977",659,951,270
"201908","NOT RECONCILED",2,2,0
"201909","",16471,22078,4641
"201909","905",1016,1325,262
"201909","907",788,967,156
"201909","910",771,993,187
"201909","913",2334,2916,488
"201909","915",6817,8687,1566
"201909","918",2905,3830,766
"201909","920",720,942,193
"201909","925",5090,6605,1295
"201909","930",4538,6457,1664
"201909","932",6710,9332,2276
"201909","933",67515,87510,16412
"201909","934",407,549,126
"201909","935",12117,14891,2366
"201909","936",350,466,102
"201909","937",2213,3028,688
"201909","938",5526,7376,1518
"201909","939",713,859,121
"201909","940",2190,3118,753
"201909","943",2417,3135,610
"201909","944",1900,2655,659
"201909","945",1014,1389,297
"201909","950",1119,1658,486
"201909","952",1280,1758,395
"201909","955",761,1226,404
"201909","965",939,1376,379
"201909","970",4467,6271,1570
"201909","975",800,1124,290
"201909","977",667,961,270
"201909","NOT RECONCILED",2,2,0
"201910","",16595,22252,4696
"201910","905",1022,1345,275
"201910","907",807,991,160
"201910","910",768,982,181
"201910","913",2354,2926,479
"201910","915",6826,8729,1595
"201910","918",2923,3876,790
"201910","920",739,961,191
"201910","925",5097,6579,1265
"201910","930",4577,6494,1662
"201910","932",6696,9333,2291
"201910","933",67584,87699,16513
"201910","934",413,559,129
"201910","935",12112,14887,2369
"201910","936",348,463,99
"201910","937",2226,3023,672
"201910","938",5538,7359,1500
"201910","939",713,861,125
"201910","940",2187,3112,749
"201910","943",2400,3108,599
"201910","944",1912,2688,676
"201910","945",1015,1382,290
"201910","950",1129,1670,484
"201910","952",1277,1746,388
"201910","955",763,1227,405
"201910","965",935,1366,372
"201910","970",4435,6221,1560
"201910","975",796,1118,289
"201910","977",676,962,265
"201910","NOT RECONCILED",8,10,2
"201911","",16781,22531,4777
"201911","905",1029,1353,275
"201911","907",794,985,168
"201911","910",782,1004,187
"201911","913",2384,2973,489
"201911","915",6853,8752,1595
"201911","918",2960,3920,797
"201911","920",738,962,193
"201911","925",5102,6594,1287
"201911","930",4606,6532,1678
"201911","932",6720,9378,2313
"201911","933",67706,87794,16500
"201911","934",415,551,120
"201911","935",12120,14882,2356
"201911","936",351,472,105
"201911","937",2232,3042,682
"201911","938",5569,7411,1516
"201911","939",725,884,133
"201911","940",2192,3119,754
"201911","943",2428,3141,603
"201911","944",1926,2696,671
"201911","945",1026,1389,287
"201911","950",1130,1679,490
"201911","952",1278,1759,400
"201911","955",764,1217,395
"201911","965",932,1364,372
"201911","970",4473,6259,1554
"201911","975",809,1146,305
"201911","977",682,988,285
"201912","",17024,22907,4902
"201912","905",1041,1358,267
"201912","907",792,982,169
"201912","910",789,1014,190
"201912","913",2410,2997,489
"201912","915",6905,8842,1626
"201912","918",2973,3919,790
"201912","920",731,942,179
"201912","925",5150,6655,1299
"201912","930",4609,6546,1689
"201912","932",6750,9427,2331
"201912","933",67800,87887,16487
"201912","934",417,554,120
"201912","935",12125,14900,2364
"201912","936",350,473,105
"201912","937",2242,3047,677
"201912","938",5591,7443,1530
"201912","939",730,892,138
"201912","940",2203,3133,757
"201912","943",2436,3134,591
"201912","944",1956,2732,680
"201912","945",1039,1412,296
"201912","950",1141,1676,478
"201912","952",1285,1772,400
"201912","955",773,1221,391
"201912","965",926,1358,372
"201912","970",4528,6334,1577
"201912","975",826,1174,315
"201912","977",702,1020,294
"202001","",17045,22934,4946
"202001","905",1044,1368,279
"202001","907",786,972,167
"202001","910",797,1017,188
"202001","913",2421,3002,487
"202001","915",6851,8778,1638
"202001","918",2948,3891,798
"202001","920",728,929,172
"202001","925",5152,6640,1289
"202001","930",4595,6525,1692
"202001","932",6726,9364,2320
"202001","933",67662,87631,16463
"202001","934",416,562,129
"202001","935",12064,14820,2363
"202001","936",329,449,105
"202001","937",2244,3058,691
"202001","938",5594,7413,1525
"202001","939",735,895,136
"202001","940",2189,3103,742
"202001","943",2422,3120,601
"202001","944",1925,2689,672
"202001","945",1041,1405,289
"202001","950",1154,1686,472
"202001","952",1295,1777,400
"202001","955",769,1214,388
"202001","965",937,1379,382
"202001","970",4543,6354,1590
"202001","975",836,1172,306
"202001","977",722,1048,302
"202002","",17268,23254,5029
"202002","905",1062,1401,293
"202002","907",807,999,172
"202002","910",790,1020,195
"202002","913",2441,3025,492
"202002","915",6930,8890,1676
"202002","918",2973,3921,798
"202002","920",734,956,191
"202002","925",5186,6652,1273
"202002","930",4609,6578,1733
"202002","932",6770,9409,2319
"202002","933",67730,87805,16576
"202002","934",418,562,128
"202002","935",12124,14901,2379
"202002","936",331,448,102
"202002","937",2242,3069,701
"202002","938",5600,7430,1528
"202002","939",735,894,136
"202002","940",2219,3138,751
"202002","943",2443,3143,607
"202002","944",1929,2704,681
"202002","945",1046,1417,291
"202002","950",1156,1691,474
"202002","952",1309,1794,404
"202002","955",779,1241,405
"202002","965",940,1373,375
"202002","970",4619,6425,1590
"202002","975",846,1175,298
"202002","977",731,1076,319
"202003","",17703,23903,5168
"202003","905",1112,1474,307
"202003","907",815,1017,177
"202003","910",822,1060,199
"202003","913",2518,3137,509
"202003","915",7224,9277,1726
"202003","918",3097,4089,826
"202003","920",761,1001,204
"202003","925",5325,6851,1313
"202003","930",4774,6789,1754
"202003","932",6967,9707,2390
"202003","933",70060,90800,16953
"202003","934",433,580,129
"202003","935",12591,15483,2444
"202003","936",341,456,101
"202003","937",2324,3187,724
"202003","938",5799,7698,1568
"202003","939",775,948,147
"202003","940",2261,3194,753
"202003","943",2524,3269,635
"202003","944",1990,2779,685
"202003","945",1063,1442,296
"202003","950",1189,1726,479
"202003","952",1345,1858,420
"202003","955",790,1258,409
"202003","965",957,1383,367
"202003","970",4778,6624,1613
"202003","975",879,1217,303
"202003","977",746,1090,315
"202004","",17982,24267,5237
"202004","905",1107,1481,321
"202004","907",813,1014,177
"202004","910",820,1051,192
"202004","913",2550,3188,524
"202004","915",7358,9442,1756
"202004","918",3138,4150,843
"202004","920",785,1028,206
"202004","925",5383,6933,1335
"202004","930",4846,6878,1767
"202004","932",7102,9867,2414
"202004","933",70980,92077,17239
"202004","934",443,592,130
"202004","935",12699,15600,2448
"202004","936",350,468,102
"202004","937",2354,3215,724
"202004","938",5865,7772,1572
"202004","939",786,959,147
"202004","940",2272,3206,757
"202004","943",2551,3289,631
"202004","944",2016,2808,690
"202004","945",1069,1457,305
"202004","950",1230,1800,510
"202004","952",1358,1879,432
"202004","955",808,1280,412
"202004","965",970,1407,382
"202004","970",4868,6722,1618
"202004","975",894,1242,311
"202004","977",778,1125,317
"202005","",17965,24231,5235
"202005","905",1107,1481,320
"202005","907",819,1022,178
"202005","910",818,1037,182
"202005","913",2553,3186,517
"202005","915",7360,9436,1749
"202005","918",3133,4139,838
"202005","920",773,1007,199
"202005","925",5361,6905,1332
"202005","930",4855,6882,1765
"202005","932",7100,9884,2429
"202005","933",71082,92184,17231
"202005","934",448,597,130
"202005","935",12668,15580,2455
"202005","936",352,471,104
"202005","937",2352,3197,712
"202005","938",5869,7743,1542
"202005","939",792,977,157
"202005","940",2280,3216,756
"202005","943",2561,3292,626
"202005","944",2014,2793,677
"202005","945",1066,1452,304
"202005","950",1223,1801,517
"202005","952",1361,1880,432
"202005","955",799,1268,408
"202005","965",965,1389,370
"202005","970",4870,6710,1606
"202005","975",889,1228,302
"202005","977",771,1114,315
"202006","",17829,24035,5185
"202006","905",1096,1461,311
"202006","907",809,1015,181
"202006","910",815,1025,173
"202006","913",2529,3135,493
"202006","915",7321,9381,1738
"202006","918",3137,4144,839
"202006","920",769,991,187
"202006","925",5331,6868,1330
"202006","930",4848,6881,1771
"202006","932",7049,9784,2385
"202006","933",70556,91488,17149
"202006","934",436,587,132
"202006","935",12635,15519,2442
"202006","936",345,463,104
"202006","937",2365,3210,713
"202006","938",5845,7706,1532
"202006","939",781,957,150
"202006","940",2263,3176,737
"202006","943",2544,3265,615
"202006","944",2015,2786,669
"202006","945",1066,1454,307
"202006","950",1211,1765,491
"202006","952",1374,1903,441
"202006","955",793,1263,408
"202006","965",961,1382,367
"202006","970",4841,6692,1618
"202006","975",897,1238,302
"202006","977",773,1115,313
"202007","",17699,23861,5151
"202007","905",1097,1465,315
"202007","907",816,1019,177
"202007","910",814,1022,174
"202007","913",2528,3130,490
"202007","915",7283,9332,1736
"202007","918",3116,4126,845
"202007","920",765,993,193
"202007","925",5327,6865,1330
"202007","930",4830,6856,1770
"202007","932",7048,9807,2410
"202007","933",70199,90958,17038
"202007","934",447,596,131
"202007","935",12580,15449,2437
"202007","936",340,457,103
"202007","937",2362,3218,723
"202007","938",5820,7661,1517
"202007","939",776,947,147
"202007","940",2248,3144,723
"202007","943",2542,3256,611
"202007","944",1999,2752,652
"202007","945",1059,1447,305
"202007","950",1201,1750,487
"202007","952",1363,1900,452
"202007","955",792,1259,407
"202007","965",951,1363,361
"202007","970",4824,6672,1618
"202007","975",899,1242,304
"202007","977",777,1110,304
"202008","",17339,23336,5014
"202008","905",1083,1442,305
"202008","907",801,1001,176
"202008","910",791,993,167
"202008","913",2501,3090,478
"202008","915",7177,9156,1674
"202008","918",3073,4075,842
"202008","920",749,964,183
"202008","925",5244,6731,1282
"202008","930",4781,6788,1755
"202008","932",6976,9674,2365
"202008","933",69414,89936,16875
"202008","934",438,583,127
"202008","935",12448,15260,2396
"202008","936",336,449,99
"202008","937",2327,3175,719
"202008","938",5763,7604,1519
"202008","939",765,928,139
"202008","940",2222,3107,715
"202008","943",2522,3218,595
"202008","944",1972,2716,648
"202008","945",1044,1418,291
"202008","950",1178,1718,479
"202008","952",1360,1894,451
"202008","955",769,1242,411
"202008","965",915,1326,361
"202008","970",4705,6513,1583
"202008","975",883,1226,303
"202008","977",755,1083,299
"202009","",17210,23175,5006
"202009","905",1085,1434,297
"202009","907",791,994,177
"202009","910",791,992,167
"202009","913",2492,3073,475
"202009","915",7155,9102,1655
"202009","918",3071,4060,828
"202009","920",748,960,181
"202009","925",5243,6722,1278
"202009","930",4762,6778,1762
"202009","932",6956,9641,2354
"202009","933",68912,89321,16820
"202009","934",441,588,129
"202009","935",12398,15192,2388
"202009","936",332,447,100
"202009","937",2301,3137,711
"202009","938",5762,7596,1522
"202009","939",749,906,133
"202009","940",2201,3078,709
"202009","943",2495,3192,597
"202009","944",1977,2718,646
"202009","945",1038,1406,288
"202009","950",1168,1695,470
"202009","952",1359,1901,457
"202009","955",760,1225,405
"202009","965",927,1336,355
"202009","970",4710,6498,1573
"202009","975",868,1210,303
"202009","977",767,1109,315
"202010","",17169,23136,5017
"202010","905",1080,1427,293
"202010","907",790,991,176
"202010","910",794,996,170
"202010","913",2503,3089,479
"202010","915",7142,9104,1661
"202010","918",3095,4078,830
"202010","920",747,947,170
"202010","925",5252,6744,1294
"202010","930",4759,6769,1757
"202010","932",6955,9691,2407
"202010","933",68815,89200,16818
"202010","934",439,591,135
"202010","935",12346,15163,2413
"202010","936",332,448,101
"202010","937",2315,3153,711
"202010","938",5748,7564,1510
"202010","939",743,908,140
"202010","940",2205,3080,709
"202010","943",2476,3167,595
"202010","944",1988,2737,662
"202010","945",1034,1402,290
"202010","950",1161,1661,446
"202010","952",1373,1915,458
"202010","955",760,1211,396
"202010","965",911,1326,361
"202010","970",4715,6492,1568
"202010","975",876,1223,310
"202010","977",773,1114,314
"202011","",17152,23040,4954
"202011","905",1101,1457,299
"202011","907",775,977,177
"202011","910",787,977,161
"202011","913",2500,3091,483
"202011","915",7131,9115,1682
"202011","918",3092,4068,823
"202011","920",743,937,166
"202011","925",5229,6708,1287
"202011","930",4774,6769,1740
"202011","932",6959,9699,2411
"202011","933",68739,89148,16855
"202011","934",433,584,134
"202011","935",12377,15185,2406
"202011","936",332,448,101
"202011","937",2311,3139,704
"202011","938",5722,7516,1497
"202011","939",736,906,142
"202011","940",2203,3063,696
"202011","943",2480,3159,583
"202011","944",2000,2750,666
"202011","945",1034,1398,286
"202011","950",1160,1665,448
"202011","952",1370,1888,440
"202011","955",763,1211,394
"202011","965",911,1324,359
"202011","970",4722,6527,1598
"202011","975",864,1204,305
"202011","977",772,1120,319
"202012","",17163,23052,4960
"202012","905",1079,1428,295
"202012","907",778,985,182
"202012","910",783,963,154
"202012","913",2475,3058,475
"202012","915",7094,9066,1673
"202012","918",3085,4064,827
"202012","920",744,927,159
"202012","925",5232,6712,1285
"202012","930",4791,6790,1749
"202012","932",6964,9695,2404
"202012","933",68599,88973,16830
"202012","934",437,583,129
"202012","935",12357,15164,2408
"202012","936",328,445,101
"202012","937",2308,3135,705
"202012","938",5709,7517,1515
"202012","939",744,914,146
"202012","940",2197,3065,703
"202012","943",2472,3163,596
"202012","944",1981,2721,655
"202012","945",1031,1388,283
"202012","950",1164,1665,447
"202012","952",1356,1868,435
"202012","955",757,1199,389
"202012","965",898,1305,357
"202012","970",4716,6493,1581
"202012","975",857,1196,305
"202012","977",762,1100,308
"202101","",17066,22892,4922
"202101","905",1074,1421,300
"202101","907",781,991,186
"202101","910",773,951,149
"202101","913",2442,3025,479
"202101","915",7083,9039,1666
"202101","918",3085,4063,823
"202101","920",732,922,166
"202101","925",5217,6688,1287
"202101","930",4773,6780,1760
"202101","932",6949,9680,2404
"202101","933",68365,88526,16677
"202101","934",432,578,128
"202101","935",12322,15118,2402
"202101","936",327,438,96
"202101","937",2306,3129,703
"202101","938",5668,7467,1505
"202101","939",739,909,145
"202101","940",2189,3049,695
"202101","943",2468,3158,595
"202101","944",1969,2716,667
"202101","945",1023,1371,275
"202101","950",1148,1637,440
"202101","952",1348,1849,426
"202101","955",756,1189,383
"202101","965",888,1279,344
"202101","970",4695,6487,1594
"202101","975",844,1180,304
"202101","977",757,1093,307
"202102","",17064,22865,4901
"202102","905",1075,1422,299
"202102","907",781,986,182
"202102","910",763,936,146
"202102","913",2459,3049,486
"202102","915",7088,9025,1649
"202102","918",3068,4056,830
"202102","920",734,923,166
"202102","925",5215,6687,1285
"202102","930",4775,6766,1742
"202102","932",6956,9691,2410
"202102","933",68203,88333,16651
"202102","934",431,576,127
"202102","935",12335,15138,2406
"202102","936",334,449,100
"202102","937",2296,3109,691
"202102","938",5673,7473,1507
"202102","939",746,925,155
"202102","940",2178,3030,687
"202102","943",2483,3185,606
"202102","944",1964,2714,667
"202102","945",1029,1377,277
"202102","950",1151,1636,436
"202102","952",1350,1852,426
"202102","955",749,1175,379
"202102","965",891,1282,345
"202102","970",4692,6449,1561
"202102","975",848,1183,302
"202102","977",771,1111,308
"202103","",17320,23279,4986
"202103","905",1108,1467,307
"202103","907",787,990,179
"202103","910",793,978,156
"202103","913",2510,3115,490
"202103","915",7300,9319,1684
"202103","918",3140,4144,840
"202103","920",760,976,187
"202103","925",5304,6829,1318
"202103","930",4870,6901,1762
"202103","932",7134,9962,2480
"202103","933",69520,90127,16900
"202103","934",441,589,129
"202103","935",12689,15557,2423
"202103","936",340,459,100
"202103","937",2319,3135,687
"202103","938",5816,7677,1540
"202103","939",773,963,160
"202103","940",2223,3085,689
"202103","943",2533,3248,610
"202103","944",2009,2761,664
"202103","945",1046,1409,285
"202103","950",1172,1658,430
"202103","952",1363,1871,430
"202103","955",760,1170,359
"202103","965",904,1300,349
"202103","970",4799,6578,1565
"202103","975",856,1189,299
"202103","977",783,1131,311
"202104","",17310,23248,4962
"202104","905",1107,1465,305
"202104","907",785,986,177
"202104","910",791,984,162
"202104","913",2510,3123,498
"202104","915",7319,9330,1681
"202104","918",3158,4171,846
"202104","920",770,982,184
"202104","925",5282,6821,1332
"202104","930",4845,6864,1757
"202104","932",7150,9999,2499
"202104","933",69463,90085,16893
"202104","934",433,574,124
"202104","935",12719,15615,2450
"202104","936",349,471,104
"202104","937",2314,3132,691
"202104","938",5851,7693,1523
"202104","939",775,965,162
"202104","940",2225,3081,684
"202104","943",2540,3256,609
"202104","944",2008,2753,660
"202104","945",1040,1391,273
"202104","950",1163,1648,427
"202104","952",1352,1859,429
"202104","955",760,1177,365
"202104","965",905,1301,351
"202104","970",4817,6612,1579
"202104","975",857,1196,305
"202104","977",790,1139,312
"202105","",17366,23292,4961
"202105","905",1112,1468,304
"202105","907",787,982,172
"202105","910",782,973,163
"202105","913",2514,3124,494
"202105","915",7327,9332,1671
"202105","918",3145,4152,838
"202105","920",762,981,192
"202105","925",5293,6861,1358
"202105","930",4884,6906,1760
"202105","932",7150,9973,2466
"202105","933",69584,90182,16863
"202105","934",431,567,119
"202105","935",12721,15581,2418
"202105","936",355,477,104
"202105","937",2306,3129,696
"202105","938",5841,7680,1516
"202105","939",774,973,170
"202105","940",2203,3058,683
"202105","943",2542,3261,609
"202105","944",1997,2743,660
"202105","945",1039,1392,274
"202105","950",1155,1639,427
"202105","952",1363,1872,431
"202105","955",759,1164,354
"202105","965",888,1290,355
"202105","970",4805,6604,1582
"202105","975",863,1208,310
"202105","977",784,1135,316
"202106","",17380,23278,4934
"202106","905",1130,1487,307
"202106","907",786,990,181
"202106","910",790,976,159
"202106","913",2521,3128,491
"202106","915",7327,9338,1680
"202106","918",3140,4154,839
"202106","920",760,971,186
"202106","925",5284,6854,1360
"202106","930",4884,6896,1748
"202106","932",7143,9941,2446
"202106","933",69653,90183,16820
"202106","934",431,565,118
"202106","935",12720,15583,2421
"202106","936",358,479,104
"202106","937",2306,3130,698
"202106","938",5819,7652,1515
"202106","939",764,953,163
"202106","940",2196,3047,679
"202106","943",2534,3256,612
"202106","944",2004,2755,664
"202106","945",1034,1381,270
"202106","950",1162,1634,415
"202106","952",1375,1887,433
"202106","955",762,1166,352
"202106","965",881,1278,352
"202106","970",4817,6626,1597
"202106","975",874,1225,316
"202106","977",789,1145,321
"202107","",17363,23209,4899
"202107","905",1134,1491,309
"202107","907",778,988,186
"202107","910",785,967,156
"202107","913",2510,3119,495
"202107","915",7357,9363,1677
"202107","918",3154,4162,837
"202107","920",755,957,178
"202107","925",5266,6794,1325
"202107","930",4867,6871,1737
"202107","932",7134,9945,2461
"202107","933",69503,90035,16846
"202107","934",423,555,118
"202107","935",12750,15639,2444
"202107","936",356,472,100
"202107","937",2292,3111,692
"202107","938",5801,7664,1552
"202107","939",759,949,164
"202107","940",2199,3044,675
"202107","943",2522,3244,613
"202107","944",1996,2748,666
"202107","945",1040,1398,278
"202107","950",1154,1635,430
"202107","952",1368,1880,435
"202107","955",762,1156,342
"202107","965",883,1281,353
"202107","970",4811,6636,1612
"202107","975",868,1218,314
"202107","977",799,1171,337
"202108","",17267,23133,4924
"202108","905",1134,1495,314
"202108","907",780,992,188
"202108","910",778,958,154
"202108","913",2498,3100,489
"202108","915",7318,9317,1681
"202108","918",3146,4145,833
"202108","920",762,972,185
"202108","925",5258,6783,1324
"202108","930",4837,6836,1741
"202108","932",7133,9955,2480
"202108","933",69408,89934,16867
"202108","934",423,546,110
"202108","935",12725,15600,2433
"202108","936",357,478,105
"202108","937",2279,3083,679
"202108","938",5812,7643,1526
"202108","939",753,939,161
"202108","940",2205,3064,684
"202108","943",2525,3236,603
"202108","944",2004,2752,664
"202108","945",1029,1384,276
"202108","950",1153,1632,426
"202108","952",1366,1889,445
"202108","955",766,1170,353
"202108","965",888,1283,348
"202108","970",4833,6679,1639
"202108","975",869,1222,318
"202108","977",810,1179,333
"202109","",17216,23051,4899
"202109","905",1136,1501,317
"202109","907",777,979,180
"202109","910",777,963,160
"202109","913",2482,3075,482
"202109","915",7314,9308,1681
"202109","918",3135,4127,830
"202109","920",764,962,172
